name,location,rating,votes,cost,cuisines,cluster,segment
Bhandary's Kitchen,Koramangala 7th Block,3.6,16,300.0,North Indian,1,Budget crowd-pleasers
Durga Sagar,Shanti Nagar,3.3,8,150.0,South Indian,0,Underperformers
Marathi Biriyani House,Frazer Town,3.3,6,300.0,"South Indian, Biryani",0,Underperformers
Kareem's,Frazer Town,3.6,32,700.0,"North Indian, Mughlai",1,Budget crowd-pleasers
The Wok Shop,Ulsoor,3.4,7,500.0,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",0,Underperformers
Durga Sagar,Shanti Nagar,3.3,8,150.0,South Indian,0,Underperformers
Happy Fillings,Ulsoor,3.4,8,300.0,Chinese,0,Underperformers
Marathi Biriyani House,Frazer Town,3.3,6,300.0,"South Indian, Biryani",0,Underperformers
Meenu Oota Da Maane,Brigade Road,3.2,23,700.0,"Seafood, Mangalorean, Chinese",0,Underperformers
Kareem's,Frazer Town,3.6,32,700.0,"North Indian, Mughlai",1,Budget crowd-pleasers
Masale Daan,Richmond Road,3.2,5,350.0,North Indian,0,Underperformers
Corner House Ice Cream,Residency Road,4.4,635,400.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Kenz Karam,Frazer Town,3.5,10,300.0,"Desserts, Beverages",0,Underperformers
Tea Break Lounge,Brigade Road,3.3,5,400.0,"Beverages, Fast Food",0,Underperformers
Indian Spice Food,Ulsoor,3.7,24,300.0,"North Indian, Chinese",1,Budget crowd-pleasers
KKR FOODIES,St. Marks Road,3.1,59,400.0,"Biryani, Chinese, Fast Food, North Indian",0,Underperformers
Ta'aam,Cunningham Road,4.1,402,750.0,"North Indian, Mughlai, Arabian, Chinese",1,Budget crowd-pleasers
Sheesh Kebab,Frazer Town,4.1,68,700.0,North Indian,1,Budget crowd-pleasers
Kadai Crust - Amma Veetu Samayal,Indiranagar,3.8,263,700.0,"Chettinad, South Indian, Biryani",1,Budget crowd-pleasers
ASEAN - On The Edge,MG Road,4.4,864,1800.0,"Asian, Thai",2,Hidden gems
Dolci Desserts,Cunningham Road,4.3,655,750.0,"Cafe, Desserts",1,Budget crowd-pleasers
Snack House,Indiranagar,3.8,23,200.0,"Fast Food, Momos",1,Budget crowd-pleasers
RockSalt,St. Marks Road,4.4,488,1900.0,Modern Indian,2,Hidden gems
Ideal Kitchen,Indiranagar,3.5,26,250.0,"North Indian, Chinese, South Indian, Seafood",0,Underperformers
Ente Keralam,Ulsoor,4.0,1098,1300.0,"Kerala, Seafood",2,Hidden gems
Nossa Goa,Richmond Road,4.1,297,1000.0,"Goan, Seafood, Konkan, Desserts",2,Hidden gems
Bangalore Masala House,Vasanth Nagar,4.2,255,500.0,"Cafe, Continental, Fast Food",1,Budget crowd-pleasers
Taco Bell,Brigade Road,3.8,33,600.0,"Mexican, American, Fast Food",1,Budget crowd-pleasers
Homemade Food,Indiranagar,3.8,24,200.0,South Indian,1,Budget crowd-pleasers
Laughing Llama Gastropub,Brigade Road,4.3,394,1600.0,"Finger Food, Continental, Pizza",2,Hidden gems
The Bundle Co.,MG Road,4.4,223,700.0,"Burger, Continental, Italian, Beverages",1,Budget crowd-pleasers
Kabab Souq,Richmond Road,3.6,112,500.0,"Kebab, North Indian, Arabian, Chinese",1,Budget crowd-pleasers
GMT - Gelateria Montecatini Terme,Lavelle Road,4.4,68,300.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
Vietnamese Kitchen,Indiranagar,4.1,525,800.0,"Chinese, Vietnamese, Momos, Thai",1,Budget crowd-pleasers
Step Right Up,Vasanth Nagar,4.1,153,300.0,"Cafe, Italian",1,Budget crowd-pleasers
Cafe Treat - The Pride Hotel,Richmond Road,4.1,118,1000.0,"Continental, Asian, Italian",1,Budget crowd-pleasers
The Yogisthaan Cafe,Indiranagar,4.2,1207,600.0,"Cafe, Healthy Food, Salad, Beverages",1,Budget crowd-pleasers
Cafe Imroze,Infantry Road,3.6,95,650.0,"Cafe, Burger, Italian, Fast Food",1,Budget crowd-pleasers
The Egg Factory,St. Marks Road,4.2,1765,750.0,"Continental, American",2,Hidden gems
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,4.2,382,500.0,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",1,Budget crowd-pleasers
Hoppipola,Church Street,4.3,1708,1300.0,"Continental, Mediterranean, European",2,Hidden gems
Green Theory,Residency Road,4.2,2840,800.0,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",2,Hidden gems
The Grand Taj,Shivajinagar,3.2,35,350.0,"North Indian, Chinese",0,Underperformers
Shawarma Time,Ulsoor,3.7,80,300.0,Arabian,1,Budget crowd-pleasers
Rasovara,Lavelle Road,4.3,765,1400.0,"Rajasthani, North Indian",2,Hidden gems
Gokul Kuteera,Indiranagar,3.9,258,650.0,"North Indian, Chinese, South Indian",1,Budget crowd-pleasers
Donne Biryani Mane,Wilson Garden,3.2,7,300.0,Biryani,0,Underperformers
Ascharya Hotel,Koramangala 5th Block,3.4,11,300.0,"Mangalorean, South Indian",0,Underperformers
The Only Place,Church Street,4.2,2924,1000.0,"Italian, American, Steak, Continental, BBQ, Salad",2,Hidden gems
Le Rock,Brigade Road,4.0,1205,2000.0,"Continental, Chinese",2,Hidden gems
99 Pancakes,Church Street,4.1,41,150.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
NoLimmits Lounge and Club,Brigade Road,4.0,2112,2000.0,"Chinese, Continental, North Indian, Burger, Pizza",2,Hidden gems
BLOW,Church Street,4.3,945,750.0,"Cafe, Continental, American, Burger",1,Budget crowd-pleasers
Wolf'ish,Church Street,4.1,461,700.0,"Cafe, American, Italian, Pizza, Burger",1,Budget crowd-pleasers
Toscano,Lavelle Road,4.4,1842,1500.0,"Italian, Salad",2,Hidden gems
The Biere Club,Lavelle Road,4.3,3485,1700.0,"Continental, BBQ, Finger Food",3,Star restaurants
Ice & Spice,Frazer Town,3.0,96,650.0,"Continental, Pizza, Fast Food",0,Underperformers
Express Food Delivery,Ulsoor,2.8,38,500.0,"North Indian, Chinese",0,Underperformers
Bhaiyajees,Richmond Road,3.7,16,300.0,"North Indian, South Indian",1,Budget crowd-pleasers
BISO - Citrus Hotels,Cunningham Road,3.9,158,1100.0,"North Indian, South Indian, Italian, Continental",2,Hidden gems
Monsoon Express,MG Road,3.4,7,1600.0,"Continental, Thai, North Indian",2,Hidden gems
Crunch Pizzas,Ulsoor,2.5,34,600.0,"Italian, Pizza",0,Underperformers
Royal Restaurant,Shivajinagar,3.2,7,200.0,"North Indian, Chinese",0,Underperformers
Zodiac - Fortune Select JP Cosmos Hotel,Cunningham Road,3.8,91,1800.0,"North Indian, South Indian, Chinese, Continental",2,Hidden gems
Height's Cafe - Hotel Bangalore International,Race Course Road,3.2,2,1000.0,"Continental, South Indian",0,Underperformers
Navab's,Frazer Town,3.6,10,600.0,Mughlai,1,Budget crowd-pleasers
The White Room - Coffee & Kitchen,Church Street,4.0,1706,1000.0,"Cafe, Continental, American, Desserts",2,Hidden gems
99 Pancakes,Church Street,4.1,41,150.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
IceBreakers,Church Street,4.3,182,400.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
ZOROY Luxury Chocolate,Church Street,4.0,68,250.0,Desserts,1,Budget crowd-pleasers
Drunken Monkey,Church Street,4.0,122,400.0,"Beverages, Fast Food",1,Budget crowd-pleasers
Baskin Robbins,Church Street,3.5,36,250.0,"Ice Cream, Desserts",0,Underperformers
Alchemy - The Chancery Pavilion,Residency Road,4.3,447,2000.0,Modern Indian,2,Hidden gems
Green Theory,Residency Road,4.2,2840,800.0,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",2,Hidden gems
Belgian Waffle Factory,Brigade Road,4.9,1744,400.0,Desserts,1,Budget crowd-pleasers
Glen's Bakehouse,Lavelle Road,4.4,1093,600.0,"Bakery, Cafe, Italian, Desserts",1,Budget crowd-pleasers
Dunkin' Donuts,Brigade Road,4.1,1079,550.0,"Burger, Desserts, Fast Food",1,Budget crowd-pleasers
Art of Delight,Residency Road,4.4,1899,400.0,"Ice Cream, Desserts, Beverages",1,Budget crowd-pleasers
Bengaluru Baking Company - JW Marriott Bengaluru,Lavelle Road,4.3,523,1400.0,"Salad, Bakery, Cafe, Sandwich, Italian, Burger",2,Hidden gems
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Richmond Road,4.1,115,700.0,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",1,Budget crowd-pleasers
Bhagatram Sweets,Commercial Street,3.6,223,300.0,"Street Food, Mithai",1,Budget crowd-pleasers
Fabelle Chocolate Boutique - ITC Gardenia,Richmond Road,4.5,233,1250.0,"Desserts, Ice Cream, Beverages",2,Hidden gems
Fabcafe,MG Road,4.1,55,800.0,"Cafe, Healthy Food",1,Budget crowd-pleasers
Skoolroom,Ulsoor,4.3,569,700.0,"Cafe, Continental, Italian, Burger, Beverages",1,Budget crowd-pleasers
Lakeview Milkbar,MG Road,4.0,1445,500.0,"Desserts, Cafe, Fast Food",1,Budget crowd-pleasers
Corner House Ice Cream,Lavelle Road,4.5,292,400.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
XO Belgian Waffle,Brigade Road,4.4,216,450.0,"Desserts, Beverages",1,Budget crowd-pleasers
The Bengaluru Brasserie - Hyatt Centric MG Road,Ulsoor,4.1,119,2000.0,"Continental, Asian, North Indian, South Indian",2,Hidden gems
Nossa Goa,Richmond Road,4.1,297,1000.0,"Goan, Seafood, Konkan, Desserts",2,Hidden gems
Marzipan Cafe & Bakery,Ulsoor,4.2,432,700.0,"Cafe, Mediterranean, Bakery, Greek, Beverages",1,Budget crowd-pleasers
Happy Belly Bakes,MG Road,4.2,116,500.0,"Cafe, Bakery",1,Budget crowd-pleasers
Amma's Pastries,Ulsoor,4.0,98,400.0,Bakery,1,Budget crowd-pleasers
GMT - Gelateria Montecatini Terme,Lavelle Road,4.4,68,300.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
The Flying Squirrel,Brigade Road,4.0,24,450.0,"Cafe, Bakery, Beverages, Burger, Continental",1,Budget crowd-pleasers
Koshy's,Richmond Road,3.6,52,300.0,"Bakery, Fast Food",1,Budget crowd-pleasers
Haji Ali Juice Centre,Commercial Street,4.0,78,350.0,"Fast Food, Pizza, Rolls, Beverages, Juices",1,Budget crowd-pleasers
The Waffle Press,St. Marks Road,4.3,116,400.0,"Desserts, Ice Cream",1,Budget crowd-pleasers
Sugar & Spice - Taj MG Road Bengaluru,MG Road,4.0,79,800.0,Desserts,1,Budget crowd-pleasers
Anand Sweets and Savouries,Commercial Street,4.0,184,400.0,"Mithai, Street Food",1,Budget crowd-pleasers
All Saints Bakery,Brigade Road,3.6,23,200.0,Bakery,1,Budget crowd-pleasers
ROYCE' Chocolate,Lavelle Road,3.5,19,1000.0,Desserts,0,Underperformers
Munchies,Brigade Road,3.9,65,250.0,"Fast Food, Bakery",1,Budget crowd-pleasers
Smoor,MG Road,4.1,63,900.0,Desserts,1,Budget crowd-pleasers
Fatima Bakery,Richmond Road,3.7,14,300.0,"Bakery, Fast Food",1,Budget crowd-pleasers
Keventers,Lavelle Road,3.9,89,400.0,"Desserts, Beverages, Ice Cream",1,Budget crowd-pleasers
Tewari Bros Mithai Shoppie,Commercial Street,3.8,59,300.0,"Fast Food, Mithai",1,Budget crowd-pleasers
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Residency Road,4.0,85,400.0,"Cafe, Fast Food, Desserts, Beverages",1,Budget crowd-pleasers
Iyengars' Bakery,Richmond Road,3.4,14,200.0,Bakery,0,Underperformers
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,MG Road,3.9,53,600.0,Desserts,1,Budget crowd-pleasers
Bowring Kulfi,Residency Road,4.0,100,150.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Amande Patisserie,Lavelle Road,4.2,231,300.0,"Bakery, French, Desserts",1,Budget crowd-pleasers
Santhanam Sweets & Savouries,Commercial Street,3.9,35,150.0,"Mithai, Street Food",1,Budget crowd-pleasers
Pabrai's Fresh & Naturelle Icecreams,Brigade Road,4.2,131,180.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Pop'z Kitchen,Lavelle Road,3.7,23,250.0,Bakery,1,Budget crowd-pleasers
Gelato Italiano,Ulsoor,2.9,17,200.0,"Ice Cream, Bakery, Desserts",0,Underperformers
Shilpa Veg,Shivajinagar,3.6,37,250.0,"South Indian, Street Food, Beverages, Desserts",1,Budget crowd-pleasers
Chocolate Junction,Ulsoor,3.8,29,200.0,Desserts,1,Budget crowd-pleasers
Sreeraj Lassi Bar,Shivajinagar,3.9,73,150.0,"Beverages, Desserts",1,Budget crowd-pleasers
Mad Over Donuts,Brigade Road,3.9,148,450.0,"Bakery, Desserts, Beverages",1,Budget crowd-pleasers
The Lobby Brew - Conrad Bengaluru,Ulsoor,3.8,25,2200.0,"Cafe, North Indian, Fast Food",2,Hidden gems
Just Bake,Ulsoor,3.4,6,400.0,"Bakery, Desserts",0,Underperformers
Excelsior Bakery,Shivajinagar,3.6,15,100.0,Bakery,1,Budget crowd-pleasers
Croons,Brigade Road,3.8,26,350.0,Desserts,1,Budget crowd-pleasers
Sweet Chariot,Brigade Road,3.5,9,500.0,"Bakery, Fast Food",0,Underperformers
Kanti Sweets,Brigade Road,3.9,101,400.0,"Mithai, Street Food",1,Budget crowd-pleasers
The French Loaf,Ulsoor,2.9,47,400.0,"Bakery, Desserts, Sandwich",0,Underperformers
MiniMelts,Brigade Road,3.9,66,200.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Up Bhavan,Commercial Street,3.4,6,150.0,"Mithai, Street Food",0,Underperformers
Ice N Spice,MG Road,3.7,17,200.0,Desserts,1,Budget crowd-pleasers
Snow Gola,Brigade Road,3.7,17,150.0,Desserts,1,Budget crowd-pleasers
Mishra Pedha,Richmond Road,3.3,4,300.0,"Mithai, Bakery",0,Underperformers
Ooty Chocolates,Residency Road,3.5,17,300.0,Desserts,0,Underperformers
Cookie Man,Brigade Road,3.4,36,150.0,Bakery,0,Underperformers
Daily Bite,Richmond Road,3.5,14,250.0,"Desserts, Fast Food",0,Underperformers
The Sugar Therapy,Richmond Road,3.8,26,500.0,"Desserts, Bakery",1,Budget crowd-pleasers
Rawal Jalebi,Commercial Street,3.5,9,100.0,Desserts,0,Underperformers
Delhi Bhavan,Commercial Street,3.4,11,150.0,"Street Food, Mithai",0,Underperformers
S R & Sons Bakery,Commercial Street,3.5,10,100.0,Bakery,0,Underperformers
Deli Counter - Gateway Hotel,Residency Road,3.5,6,500.0,Bakery,0,Underperformers
Brea,Commercial Street,3.2,7,300.0,Bakery,0,Underperformers
Painted Platters,Ulsoor,3.9,38,300.0,"Bakery, Desserts",1,Budget crowd-pleasers
Delices,Ulsoor,3.1,6,400.0,"Bakery, Desserts",0,Underperformers
Frozen Bottle,Infantry Road,3.7,19,400.0,"Beverages, Desserts, Ice Cream",1,Budget crowd-pleasers
Berrylicious Cafe,MG Road,4.1,125,900.0,"Continental, Cafe, Desserts, Pizza, North Indian, Chinese, Ice Cream",1,Budget crowd-pleasers
Krispy Kreme,Richmond Road,4.0,47,300.0,"Desserts, Beverages",1,Budget crowd-pleasers
Natural Ice Cream,St. Marks Road,4.2,220,150.0,"Ice Cream, Desserts",1,Budget crowd-pleasers
Bhaiyaji Food Court,MG Road,3.4,27,300.0,"North Indian, Mithai",0,Underperformers
Arya Bhavan Sweets,MG Road,3.2,6,300.0,"Mithai, Street Food, North Indian",0,Underperformers
Batter Splatter,Lavelle Road,3.3,5,350.0,Bakery,0,Underperformers
Lassi Shop,Brigade Road,3.7,17,200.0,"Beverages, Ice Cream",1,Budget crowd-pleasers
Ganache - The Ritz-Carlton,Residency Road,3.9,49,600.0,Bakery,1,Budget crowd-pleasers
Ibaco,Brigade Road,4.0,93,300.0,Desserts,1,Budget crowd-pleasers
Sweet Truth,Residency Road,4.0,49,500.0,"Bakery, Desserts",1,Budget crowd-pleasers
The Belgian Waffle Co.,Residency Road,3.7,73,350.0,"Desserts, Beverages",1,Budget crowd-pleasers
Hammered,Cunningham Road,4.7,4677,1300.0,"North Indian, Thai, Japanese, Continental, Cafe",3,Star restaurants
The Bangalore Cafe,Shanti Nagar,4.2,478,800.0,"Modern Indian, North Indian, Pizza, Continental, Beverages",1,Budget crowd-pleasers
Thom's Bakery,Frazer Town,4.1,211,200.0,"Bakery, Fast Food",1,Budget crowd-pleasers
The Culinarium,Vasanth Nagar,4.0,23,1100.0,"Cafe, Desserts, Beverages",2,Hidden gems
Dolci Desserts,Cunningham Road,4.3,655,750.0,"Cafe, Desserts",1,Budget crowd-pleasers
L'inoui,Cunningham Road,4.1,33,400.0,Desserts,1,Budget crowd-pleasers
Sri Rama Vilas Sweets,Majestic,3.8,30,150.0,"Mithai, Desserts",1,Budget crowd-pleasers
Brownie Heaven,Cunningham Road,4.2,34,300.0,"Desserts, Fast Food",1,Budget crowd-pleasers
Sri Jayalakshmi Bakery,Shanti Nagar,3.3,5,250.0,"Bakery, Beverages",0,Underperformers
Surya Bakery,Shanti Nagar,3.5,21,200.0,Bakery,0,Underperformers
Cool Corner Arun Ice Cream,Frazer Town,3.5,8,200.0,"Desserts, Ice Cream",0,Underperformers
KC Das - Sweet Bite,Frazer Town,3.5,20,200.0,"Mithai, Street Food",0,Underperformers
Bangalore Masala House,Vasanth Nagar,4.2,255,500.0,"Cafe, Continental, Fast Food",1,Budget crowd-pleasers
Shilpa Gulati's Desserts,Cunningham Road,3.6,17,600.0,Bakery,1,Budget crowd-pleasers
The Bakery World,Frazer Town,3.2,5,250.0,"Bakery, Desserts",0,Underperformers
Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,Shanti Nagar,3.8,33,350.0,"Bakery, Desserts",1,Budget crowd-pleasers
Cake of the Day,Majestic,3.5,19,150.0,Bakery,0,Underperformers
Tea and Wine Lounge,Race Course Road,3.5,10,800.0,"Cafe, Tea, Desserts",0,Underperformers
Chutney Chang,Church Street,4.2,4733,1500.0,"North Indian, Chinese, BBQ",3,Star restaurants
eat.fit,Church Street,4.1,94,300.0,"Healthy Food, North Indian, Biryani",1,Budget crowd-pleasers
Brik Oven,Church Street,4.6,2263,1100.0,"Cafe, Pizza, Beverages",2,Hidden gems
Church Street Social,Church Street,4.3,7547,1500.0,"American, North Indian, Chinese, Finger Food, Momos",3,Star restaurants
Oh! Calcutta,Church Street,4.4,1112,1200.0,"Bengali, Seafood",2,Hidden gems
Carnatic,Church Street,4.2,169,1000.0,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",2,Hidden gems
The Only Place,Church Street,4.2,2924,1000.0,"Italian, American, Steak, Continental, BBQ, Salad",2,Hidden gems
Mainland China,Church Street,4.5,1401,1700.0,"Chinese, Momos",2,Hidden gems
The White Room - Coffee & Kitchen,Church Street,4.0,1706,1000.0,"Cafe, Continental, American, Desserts",2,Hidden gems
Matteo Coffea,Church Street,4.4,2638,600.0,Cafe,2,Hidden gems
Bheema's,Church Street,4.0,781,650.0,Andhra,1,Budget crowd-pleasers
Hoppipola,Church Street,4.3,1708,1300.0,"Continental, Mediterranean, European",2,Hidden gems
Easy Tiger,Church Street,4.3,2244,1100.0,"Finger Food, Continental",2,Hidden gems
Russh Gastropub,Church Street,4.2,1289,1100.0,"Continental, Italian, Burger",2,Hidden gems
Empire Restaurant,Church Street,4.0,3213,750.0,"North Indian, Mughlai, South Indian, Chinese",3,Star restaurants
BLOW,Church Street,4.3,945,750.0,"Cafe, Continental, American, Burger",1,Budget crowd-pleasers
Anupam's Coast II Coast,Church Street,4.1,853,1400.0,"Seafood, Mangalorean, North Indian, Chinese",2,Hidden gems
Smally's Resto Cafe,Church Street,4.3,3548,650.0,"Cafe, Italian, Burger, American, Steak",3,Star restaurants
Roomali,Church Street,4.0,173,1300.0,North Indian,2,Hidden gems
Coconut Grove,Church Street,3.9,681,1200.0,"South Indian, Chettinad, Kerala, Seafood",2,Hidden gems
Little Green Cafe,Church Street,4.3,788,900.0,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",2,Hidden gems
Oye Amritsar,Church Street,4.1,452,600.0,North Indian,1,Budget crowd-pleasers
Qissa Khawani,Church Street,4.4,319,800.0,"North Indian, Mughlai",1,Budget crowd-pleasers
Wolf'ish,Church Street,4.1,461,700.0,"Cafe, American, Italian, Pizza, Burger",1,Budget crowd-pleasers
20 Feet High,Church Street,4.0,933,1000.0,"American, Continental, Steak, Salad",2,Hidden gems
Somilan Steak House,Church Street,4.3,527,800.0,"North Eastern, Asian, Naga, Steak, Momos",1,Budget crowd-pleasers
Chugg,Church Street,3.9,746,1500.0,"Finger Food, Continental, Asian, North Indian",2,Hidden gems
Ayda Persian Kitchen,Church Street,3.9,224,950.0,"North Indian, Iranian",1,Budget crowd-pleasers
Tata Cha,Church Street,3.9,67,500.0,"Cafe, Tea, North Indian",1,Budget crowd-pleasers
Cafe 22,Church Street,3.0,11,700.0,"Cafe, Fast Food",0,Underperformers
Coco Grove Beer Cafe,Church Street,3.8,152,800.0,Continental,1,Budget crowd-pleasers
Alibi - Maya International Hotel,Church Street,1.8,224,1200.0,"North Indian, Continental, Chinese",0,Underperformers
Funjabi,Church Street,3.5,140,600.0,North Indian,0,Underperformers
